ttl,ip,RTT
1,192.168.0.1,0.12834692001342773
2,*,1.0431106090545654
3,*,1.059408187866211
4,*,1.0587100982666016
5,*,1.0354321002960205
6,*,1.0632250308990479
7,72.14.194.198,0.06723237037658691
8,142.250.62.85,0.08341670036315918
9,142.251.77.1,0.06737756729125977
10,142.251.133.4,0.07854580879211426
