ttl,ip,RTT
1,192.168.0.1,0.12900876998901367
2,*,1.0392839908599854
3,*,1.0427370071411133
4,*,1.0593414306640625
5,*,1.0511317253112793
6,*,1.0433738231658936
7,72.14.194.198,0.08740615844726562
8,142.250.57.181,0.07138752937316895
9,172.253.71.9,0.0675497055053711
10,172.217.172.67,0.07122945785522461
