ttl,ip,RTT
1,192.168.0.1,0.10619568824768066
2,*,1.0471596717834473
3,*,1.0550615787506104
4,*,1.0475685596466064
5,*,1.0395309925079346
6,181.96.113.234,0.5952956676483154
7,195.22.220.56,0.07591724395751953
8,195.22.219.3,0.10705065727233887
9,149.3.181.65,0.12749528884887695
10,129.250.5.24,0.09139704704284668
11,129.250.2.12,0.2079617977142334
12,129.250.6.177,0.30686235427856445
13,129.250.2.99,0.2677123546600342
14,*,1.0358049869537354
15,103.26.202.40,0.4390830993652344
16,116.251.184.13,0.4035987854003906
17,116.251.184.34,0.41139650344848633
18,*,1.0434589385986328
19,*,1.071270227432251
20,*,1.0671842098236084
21,*,1.0476374626159668
22,*,1.043853521347046
23,*,1.0432446002960205
24,*,1.0472362041473389
25,*,1.0551965236663818
26,*,1.0672481060028076
27,*,1.0557003021240234
28,*,1.0595300197601318
29,*,1.051527738571167
30,*,1.0554609298706055
31,*,1.0436019897460938
32,*,1.0549852848052979
33,*,1.0671796798706055
34,*,1.0440483093261719
35,*,1.0549519062042236
36,*,1.0637974739074707
37,*,1.063640832901001
38,*,1.0314817428588867
39,*,1.0475773811340332
40,*,1.0430538654327393
41,*,1.0438013076782227
42,*,1.047356367111206
43,*,1.0428621768951416
44,*,1.05131196975708
45,*,1.0475976467132568
46,*,1.0596075057983398
47,*,1.05531644821167
48,*,1.0515398979187012
49,*,1.0555808544158936
50,*,1.0554237365722656
51,*,1.0394680500030518
52,*,1.0476036071777344
53,*,1.0479285717010498
54,*,1.0475497245788574
55,*,1.0515401363372803
56,*,1.043091058731079
57,*,1.0476665496826172
58,*,1.0475566387176514
59,*,1.0635197162628174
60,*,1.0312111377716064
61,*,1.0755183696746826
62,*,1.0598759651184082
63,*,1.0589914321899414
64,*,1.0473952293395996
65,*,1.0513532161712646
66,*,1.0632550716400146
67,*,1.0356569290161133
68,*,1.0472548007965088
69,*,1.0635271072387695
70,*,1.0511486530303955
71,*,1.0594372749328613
72,*,1.0395429134368896
73,*,1.0515682697296143
74,*,1.0434784889221191
75,*,1.0435101985931396
76,*,1.0675599575042725
77,*,1.0515339374542236
78,*,1.07196044921875
79,*,1.0353736877441406
80,*,1.0471560955047607
81,*,1.0433762073516846
82,*,1.0354957580566406
83,*,1.0555377006530762
84,*,1.0434789657592773
85,*,1.0552616119384766
86,*,1.0473597049713135
87,*,1.0435943603515625
88,*,1.048062801361084
89,*,1.0550720691680908
90,*,1.0553340911865234
91,*,1.0675435066223145
92,*,1.0559461116790771
93,*,1.0551340579986572
94,*,1.055248498916626
95,*,1.04746413230896
96,*,1.039726734161377
97,*,1.063084602355957
98,*,1.0519180297851562
99,*,1.0389800071716309
100,*,1.0435121059417725
101,*,1.0436229705810547
102,*,1.0474834442138672
103,*,1.0434846878051758
104,*,1.0554170608520508
105,*,1.0595207214355469
106,*,1.0398578643798828
107,*,1.0551893711090088
108,*,1.0474700927734375
109,*,1.0638508796691895
110,*,1.0592494010925293
111,*,1.0633208751678467
112,*,1.0514371395111084
113,*,1.0556223392486572
114,*,1.0434327125549316
115,*,1.0512135028839111
116,*,1.0356011390686035
117,*,1.0400428771972656
118,*,1.0470519065856934
119,*,1.055945634841919
120,*,1.0428662300109863
121,*,1.0554275512695312
122,*,1.0515832901000977
123,*,1.039294719696045
124,*,1.0516974925994873
125,*,1.103454351425171
126,*,1.0393548011779785
127,*,1.0515310764312744
128,*,1.0475122928619385
129,*,1.0476429462432861
130,*,1.0474679470062256
131,*,1.0594637393951416
132,*,1.051126480102539
133,*,1.051701307296753
134,*,1.0553781986236572
135,*,1.0517113208770752
136,*,1.0754220485687256
137,*,1.0834667682647705
138,*,1.039635419845581
139,*,1.0475163459777832
140,*,1.0514500141143799
141,*,1.067490816116333
142,*,1.0475335121154785
143,*,1.047525405883789
144,*,1.0555377006530762
145,*,1.0433728694915771
146,*,1.0439565181732178
147,*,1.0355119705200195
148,*,1.0795056819915771
149,*,1.050851821899414
150,*,1.055391550064087
151,*,1.0552289485931396
152,*,1.0514047145843506
153,*,1.059560775756836
154,*,1.06728196144104
155,*,1.0558812618255615
156,*,1.05888032913208
157,*,1.0315845012664795
158,*,1.0553386211395264
159,*,1.0477104187011719
160,*,1.0512361526489258
161,*,1.043572187423706
162,*,1.0395653247833252
163,*,1.0591764450073242
164,*,1.0397584438323975
165,*,1.0555198192596436
166,*,1.0471405982971191
167,*,1.039273977279663
168,*,1.0394160747528076
169,*,1.0639479160308838
170,*,1.0430183410644531
171,*,1.0436809062957764
172,*,1.0677156448364258
173,*,1.0391502380371094
174,*,1.047455072402954
175,*,1.0596632957458496
176,*,1.0509960651397705
177,*,1.0715606212615967
178,*,0.1194159984588623
179,*,0.49192142486572266
