ttl,ip,RTT
1,192.168.0.1,0.17232418060302734
2,*,1.0508177280426025
3,*,1.058915376663208
4,*,1.0585873126983643
5,*,1.0507307052612305
6,181.89.51.39,0.07514739036560059
7,72.14.194.198,0.0634315013885498
8,142.250.62.83,0.08227014541625977
9,142.251.239.159,0.04670548439025879
10,142.251.134.3,0.055130958557128906
