ttl,ip,RTT
1,192.168.0.1,0.06567955017089844
2,*,0.5552928447723389
3,*,0.5591447353363037
4,*,0.5672845840454102
5,*,0.5513734817504883
6,*,0.5393831729888916
7,*,0.5588467121124268
8,150.222.1.35,0.06356406211853027
9,150.222.1.98,0.07549142837524414
10,3.33.160.68,0.0751502513885498
