ttl,ip,RTT
1,192.168.0.1,0.15362906455993652
2,*,1.0434281826019287
3,*,1.0592451095581055
4,*,1.0555050373077393
5,*,1.0393073558807373
6,*,1.0396065711975098
7,72.14.194.198,0.05126523971557617
8,142.250.57.181,0.04350471496582031
9,142.250.46.169,0.10764145851135254
10,142.250.79.99,0.05890512466430664
