ttl,ip,RTT
214,*,1.055539608001709
215,*,1.0671439170837402
216,*,1.0514240264892578
217,*,1.0555126667022705
218,*,1.0475075244903564
219,*,1.0469787120819092
220,*,1.0516412258148193
221,*,1.0440261363983154
222,*,1.0474109649658203
223,*,1.0471599102020264
224,*,1.0435619354248047
225,*,1.0439050197601318
226,*,1.059494972229004
227,*,1.0389430522918701
228,*,1.0390393733978271
229,*,1.0558698177337646
230,*,1.0510492324829102
231,*,1.0716230869293213
232,*,1.0594558715820312
233,*,1.0593726634979248
234,*,1.0474731922149658
235,*,1.067530632019043
236,*,1.0512080192565918
237,*,1.0519349575042725
238,*,1.0390048027038574
239,*,1.0436060428619385
240,*,1.047485589981079
241,*,1.0995128154754639
242,*,1.0475187301635742
243,*,1.0600488185882568
244,*,1.0627045631408691
245,*,1.0473408699035645
246,*,1.0515096187591553
247,*,1.0475046634674072
248,*,1.0475103855133057
249,*,1.039947748184204
250,*,1.03145170211792
251,*,1.0675396919250488
252,*,1.0429606437683105
253,*,1.0475010871887207
254,*,1.0555980205535889
255,*,1.0631277561187744
256,*,0.9475460052490234
257,*,0.7156107425689697
258,*,0.5033800601959229
259,*,0.09949970245361328
260,*,0.1112525463104248
261,*,0.09969711303710938
262,*,0.09551382064819336
263,*,0.11552166938781738
264,*,0.07533001899719238
265,*,0.1395244598388672
266,*,0.8994739055633545
267,*,1.0637896060943604
268,*,0.8792507648468018
269,*,0.11133027076721191
270,*,1.027524471282959
271,*,1.0471925735473633
272,*,1.0635590553283691
273,*,0.8634116649627686
274,*,0.7999272346496582
275,*,1.0314266681671143
276,*,1.04311203956604
277,*,0.2831859588623047
278,*,1.055565357208252
279,*,0.6788620948791504
280,*,0.30414867401123047
281,*,1.0473122596740723
282,*,1.0033481121063232
283,*,0.7157797813415527
284,*,1.067488193511963
285,*,0.8789639472961426
286,*,0.7113428115844727
287,*,0.6397500038146973
288,*,0.07532429695129395
289,*,0.07583212852478027
290,*,1.055114984512329
291,*,1.051255702972412
292,*,1.055668592453003
293,*,0.8514645099639893
294,*,1.0558805465698242
295,*,0.9908568859100342
296,*,0.09947347640991211
297,*,1.0400035381317139
298,*,1.0515007972717285
299,*,0.9870727062225342
300,*,1.0474224090576172
301,*,1.0439045429229736
302,*,1.075270414352417
303,*,0.21548247337341309
304,*,1.0474379062652588
305,*,0.28349852561950684
306,*,0.28357887268066406
307,*,0.3276224136352539
308,*,1.0476362705230713
309,*,1.0353608131408691
310,*,1.051347255706787
311,*,0.847590446472168
312,*,0.21135663986206055
313,*,0.20759105682373047
314,*,1.0435597896575928
315,*,0.3759603500366211
316,*,0.10707330703735352
317,*,1.0675630569458008
318,*,0.8759229183197021
319,*,1.0390660762786865
320,*,1.0554852485656738
321,*,1.0514695644378662
322,*,0.25209474563598633
323,*,0.2109699249267578
324,*,0.48332881927490234
325,*,1.063596248626709
326,*,0.9035191535949707
327,*,0.19946026802062988
328,*,1.0629937648773193
329,*,0.16746783256530762
330,*,0.7153880596160889
331,*,0.6075236797332764
332,*,1.0359680652618408
333,*,0.9110121726989746
334,*,1.0595366954803467
335,*,1.0551745891571045
336,*,1.0434918403625488
337,*,1.083446979522705
338,*,1.0514967441558838
339,*,0.3153076171875
340,*,1.0515649318695068
341,*,0.1876523494720459
342,*,1.0678951740264893
343,*,1.0473196506500244
344,*,0.8591451644897461
345,*,1.0674681663513184
346,*,0.15971684455871582
347,*,0.3158595561981201
348,*,0.38701558113098145
349,*,1.0396182537078857
350,*,1.0552904605865479
351,*,0.07113862037658691
352,*,1.047447681427002
353,*,0.8833913803100586
354,*,1.067317247390747
355,*,0.3714780807495117
356,*,0.619452953338623
357,*,1.0555064678192139
358,*,1.0632104873657227
359,*,0.5875794887542725
360,*,0.2594895362854004
361,*,1.0553393363952637
362,*,1.0513997077941895
363,*,1.0595252513885498
364,*,1.075291633605957
365,*,1.0635123252868652
366,*,0.41988396644592285
367,*,1.0713610649108887
368,*,1.063598871231079
369,*,1.050994873046875
370,*,1.043506145477295
371,*,0.055330514907836914
372,*,0.11154770851135254
373,*,0.25516223907470703
374,*,0.22307109832763672
375,*,0.08749175071716309
376,*,0.059424638748168945
377,*,0.0592193603515625
378,*,0.07137465476989746
379,*,0.07537341117858887
380,*,0.09547281265258789
381,*,0.07572317123413086
382,*,0.07123446464538574
383,*,0.07123160362243652
384,*,0.07923579216003418
385,*,0.06334424018859863
386,*,0.05552029609680176
387,*,0.14759540557861328
388,*,0.18677115440368652
389,*,0.0674738883972168
390,*,0.09879446029663086
391,*,0.06733298301696777
392,*,0.07935571670532227
393,*,0.05917072296142578
394,*,0.10729670524597168
395,*,0.0754859447479248
396,*,0.059187889099121094
397,*,0.0795595645904541
398,*,0.23197555541992188
399,*,0.21948623657226562
400,*,0.443115234375
401,*,1.0474092960357666
402,*,1.0557153224945068
403,*,0.09104084968566895
404,*,0.13119888305664062
405,*,1.0713517665863037
406,*,0.6794579029083252
407,*,1.0594491958618164
408,*,0.5913772583007812
409,*,1.0635719299316406
410,*,0.5673437118530273
411,*,0.40357160568237305
412,*,0.0835733413696289
413,*,0.19144415855407715
414,*,0.15565061569213867
415,*,1.0590486526489258
416,*,0.35555195808410645
417,*,1.0717415809631348
418,*,0.27910590171813965
419,*,1.0594735145568848
420,*,1.0596842765808105
421,*,1.0674769878387451
422,*,0.4715259075164795
423,*,0.7115869522094727
424,*,0.2234959602355957
425,*,0.10328245162963867
426,*,0.7074589729309082
427,*,1.0514707565307617
428,*,1.0400068759918213
429,*,1.0430176258087158
430,*,1.051534652709961
431,*,1.047414779663086
432,*,0.21584868431091309
433,*,0.6952192783355713
434,*,1.0511350631713867
435,*,1.0514891147613525
436,*,0.3636782169342041
437,*,0.7118325233459473
438,*,0.9110426902770996
439,*,1.0512592792510986
440,*,0.9953782558441162
441,*,1.0600309371948242
442,*,1.058910846710205
443,*,1.047447681427002
444,*,0.8035438060760498
445,*,0.06340336799621582
446,*,0.09134268760681152
447,*,1.0516993999481201
448,*,0.36728358268737793
449,*,1.0555527210235596
450,*,0.07543206214904785
451,*,0.19156384468078613
452,*,1.0517430305480957
453,*,0.5472333431243896
454,*,0.047200918197631836
455,*,1.0555737018585205
456,*,1.0835726261138916
457,*,0.3155066967010498
458,*,1.0475668907165527
459,*,0.3714911937713623
460,*,1.0514154434204102
461,*,0.4236338138580322
462,*,0.07515120506286621
463,*,0.10738658905029297
464,*,0.28319430351257324
465,*,0.8234856128692627
466,*,1.0512332916259766
467,*,0.1635596752166748
468,*,0.727339506149292
469,*,1.0395314693450928
470,*,1.0354266166687012
471,*,1.0436515808105469
472,*,0.2554483413696289
473,*,1.0474791526794434
474,*,1.051300287246704
475,*,1.0356910228729248
476,*,0.18348979949951172
477,*,0.7956171035766602
478,*,1.0673828125
479,*,1.0474743843078613
480,*,0.05564570426940918
481,*,0.06737875938415527
482,*,1.035433292388916
483,*,1.0596513748168945
484,*,1.0474450588226318
485,*,0.6835482120513916
486,*,0.17152833938598633
487,*,1.0354986190795898
488,*,0.8874850273132324
489,*,1.051386833190918
490,*,1.0555589199066162
491,*,1.043410301208496
492,*,0.6193075180053711
493,*,0.06321883201599121
494,*,0.49164533615112305
495,*,1.0593597888946533
496,*,0.22749948501586914
497,*,0.07141661643981934
498,*,0.4555022716522217
499,*,0.09105491638183594
500,*,0.06752490997314453
501,*,0.08350062370300293
502,*,0.06337952613830566
503,*,0.1033632755279541
504,*,0.0635385513305664
505,*,0.0752108097076416
506,*,0.047464609146118164
507,*,0.0474090576171875
508,*,0.11145353317260742
509,*,0.0794978141784668
510,*,0.08349275588989258
511,*,0.07960844039916992
512,*,0.08326864242553711
513,*,0.23539066314697266
514,*,0.09131717681884766
515,*,0.10335254669189453
516,*,0.059401512145996094
517,*,0.06352829933166504
518,*,0.08324599266052246
519,*,0.05928635597229004
520,*,0.23943662643432617
521,*,0.0834963321685791
522,*,0.5873568058013916
523,*,0.06735014915466309
524,*,0.15534591674804688
525,*,0.09144449234008789
526,*,0.04758787155151367
527,*,0.05127978324890137
528,*,0.05137944221496582
529,*,0.10319709777832031
530,*,0.10326075553894043
531,*,0.08733510971069336
532,*,0.0755014419555664
533,*,0.0715630054473877
534,*,0.03952193260192871
535,*,0.043493032455444336
536,*,0.08336520195007324
537,*,0.07150483131408691
538,*,0.05151510238647461
539,*,0.03942680358886719
540,*,0.07146000862121582
541,*,0.051631927490234375
542,*,0.06756901741027832
543,*,0.05140495300292969
544,*,0.21147489547729492
545,*,0.09952998161315918
546,*,0.05937671661376953
547,*,0.11531591415405273
548,*,0.07965588569641113
549,*,1.0594151020050049
550,*,0.3035907745361328
551,*,0.047560691833496094
552,*,1.0313329696655273
553,*,0.7594809532165527
554,*,0.07542014122009277
555,*,0.05543684959411621
556,*,0.06299877166748047
557,*,0.05551862716674805
558,*,0.19955158233642578
559,*,0.17541980743408203
560,*,0.05909109115600586
561,*,0.05931448936462402
562,*,0.03944754600524902
563,*,0.07150149345397949
564,*,0.07506418228149414
565,*,0.14302873611450195
566,*,0.06314539909362793
567,*,0.07944774627685547
568,*,0.06431221961975098
569,*,0.054158926010131836
570,*,0.09131240844726562
571,*,0.12767815589904785
572,*,0.08681488037109375
573,*,0.08697199821472168
574,*,0.07155728340148926
575,*,0.07078814506530762
576,*,0.07525396347045898
577,*,0.09142088890075684
578,*,0.059520721435546875
579,*,0.1024935245513916
580,*,0.05939507484436035
581,*,0.09897470474243164
582,*,0.06742548942565918
583,*,0.03933835029602051
584,*,0.05537867546081543
585,*,0.04741263389587402
586,*,0.07557535171508789
587,*,0.0634307861328125
588,*,0.0435633659362793
589,*,0.05945873260498047
590,*,0.059598684310913086
591,*,0.059229373931884766
592,*,0.05923938751220703
593,*,0.05155229568481445
594,*,0.04742002487182617
595,*,0.04740166664123535
596,*,0.05141758918762207
597,*,0.051506757736206055
598,*,0.031493425369262695
599,*,0.047512054443359375
600,*,0.035489797592163086
601,*,0.03954577445983887
602,*,0.04693913459777832
603,*,0.0632174015045166
604,*,0.0555419921875
605,*,0.25942397117614746
606,*,0.03932523727416992
607,*,0.11552119255065918
608,*,0.0475316047668457
609,*,0.04729461669921875
610,*,0.04358649253845215
611,*,0.06740617752075195
612,*,0.0554349422454834
613,*,0.03953886032104492
614,*,0.06730151176452637
615,*,0.1834697723388672
616,*,0.07132697105407715
617,*,0.32349348068237305
618,*,0.6633815765380859
619,*,0.11153650283813477
620,*,1.043294906616211
621,*,1.059584140777588
622,*,0.08741307258605957
623,*,0.059316396713256836
624,*,0.2635226249694824
625,*,0.8073856830596924
626,*,0.07106304168701172
627,*,0.13105082511901855
628,*,0.4151434898376465
629,*,0.0835576057434082
630,*,0.0830988883972168
631,*,0.17151904106140137
632,*,0.07951092720031738
633,*,0.0667717456817627
634,*,0.047501325607299805
635,*,0.05903911590576172
636,*,0.05113720893859863
637,*,0.14749455451965332
638,*,0.06727790832519531
639,*,0.06735110282897949
640,*,0.05943417549133301
641,*,0.12747788429260254
642,*,0.2191462516784668
643,*,0.16347646713256836
644,*,0.046286582946777344
645,*,0.07904338836669922
646,*,0.06727766990661621
647,*,0.09128117561340332
648,*,0.06701970100402832
649,*,0.10187196731567383
650,*,0.09908080101013184
651,*,0.04742622375488281
652,*,0.07552552223205566
653,*,0.09932756423950195
654,*,0.07482600212097168
655,*,0.13914895057678223
656,*,0.07465219497680664
657,*,0.20351362228393555
658,*,0.04717850685119629
659,*,0.4435098171234131
660,*,0.4195261001586914
661,*,0.43943047523498535
662,*,0.08340787887573242
663,*,0.3832690715789795
664,*,0.2991657257080078
665,*,0.10735440254211426
666,*,0.40752267837524414
667,*,0.4235219955444336
668,*,0.06757044792175293
669,*,0.10338187217712402
670,*,0.0714576244354248
671,*,0.15091395378112793
672,*,0.06747889518737793
673,*,0.4514298439025879
674,*,0.40746545791625977
675,*,0.5033576488494873
676,*,0.41961026191711426
677,*,0.41933655738830566
678,*,0.3914225101470947
679,*,0.09515523910522461
680,*,0.0839390754699707
681,*,0.0629878044128418
682,*,0.08349132537841797
683,*,0.05545949935913086
684,*,0.08320736885070801
685,*,0.05918431282043457
686,*,0.07148241996765137
687,*,0.22321271896362305
688,*,0.05915999412536621
689,*,0.19145703315734863
690,*,0.05534696578979492
691,*,0.04745292663574219
692,*,0.0875096321105957
693,*,0.05542159080505371
694,*,0.1635286808013916
695,*,0.1310739517211914
696,*,0.06704854965209961
697,*,0.07144641876220703
698,*,0.07143831253051758
699,*,0.06735348701477051
700,*,0.07097411155700684
701,*,0.05522799491882324
702,*,0.07945942878723145
703,*,0.07951235771179199
704,*,0.03508281707763672
705,*,0.13551902770996094
706,*,1.0474648475646973
707,*,0.7872641086578369
708,*,1.0435049533843994
709,*,0.22359228134155273
710,*,0.07934761047363281
711,*,0.7954566478729248
712,*,0.5636494159698486
713,*,0.0594024658203125
714,*,0.2314150333404541
715,*,0.21139931678771973
716,*,0.21914076805114746
717,*,0.06346344947814941
718,*,0.07506442070007324
719,*,0.07139396667480469
720,*,0.10325407981872559
721,*,0.1835343837738037
722,*,0.2754232883453369
723,*,0.22760272026062012
724,*,0.6034069061279297
725,*,0.1754169464111328
726,*,0.07165765762329102
727,*,1.0513708591461182
728,*,0.5075607299804688
729,*,0.22347164154052734
730,*,0.2553424835205078
731,*,0.14750027656555176
732,*,0.11143064498901367
733,*,0.2072312831878662
734,*,0.19935894012451172
735,*,1.0515661239624023
736,*,0.1274707317352295
737,*,0.7595186233520508
738,*,0.05945849418640137
739,*,0.36748814582824707
740,*,0.06336450576782227
741,*,0.19153642654418945
742,*,1.0434856414794922
