ttl,ip,RTT
1,192.168.0.1,0.13771724700927734
2,*,1.0555732250213623
3,*,1.0593411922454834
4,*,1.0634682178497314
5,*,1.0394933223724365
6,181.96.113.234,0.36345553398132324
7,200.0.17.181,0.07141947746276855
8,172.67.74.15,0.09137821197509766
