ttl,ip,RTT
1,192.168.0.1,0.13185763359069824
2,*,1.0672767162322998
3,*,1.0474827289581299
4,*,1.0436036586761475
5,*,1.0474193096160889
6,*,1.0553429126739502
7,181.13.127.246,0.06741046905517578
8,104.18.40.141,0.05954241752624512
