ttl,ip,RTT
1,192.168.0.1,0.17871427536010742
2,*,1.0631389617919922
3,*,1.0749425888061523
4,*,1.0607976913452148
5,*,1.0538074970245361
6,*,1.0539157390594482
7,72.14.194.198,0.05919289588928223
8,142.250.62.83,0.059046268463134766
9,142.251.77.165,0.06317925453186035
10,142.251.133.35,0.06315088272094727
