ttl,ip,RTT
1,192.168.0.1,0.11074304580688477
2,*,1.0433564186096191
3,*,1.0354304313659668
4,*,1.0514192581176758
5,*,1.0391063690185547
6,*,1.0630359649658203
7,*,1.0594308376312256
8,150.222.1.77,0.05953550338745117
9,150.222.1.60,0.0633547306060791
10,99.83.176.46,0.059409141540527344
