ttl,ip,RTT
1,192.168.0.1,0.12469005584716797
2,*,1.0512630939483643
3,*,1.0394458770751953
4,*,1.0514042377471924
5,*,1.0595803260803223
6,*,1.0434691905975342
7,190.94.187.205,0.07500243186950684
8,*,1.0433681011199951
9,*,1.043370246887207
10,*,1.0556418895721436
11,187.108.151.177,0.08742189407348633
12,*,1.0634639263153076
13,*,1.051497459411621
14,*,1.0514914989471436
15,23.10.49.81,0.09551620483398438
